time,concentration_of_chlorophyll_in_water,chl
2008-03-09,,4.777177333831787
2008-03-10,,3.1092870235443115
2008-03-11,,3.1263890266418457
2008-03-12,,3.1641504764556885
2008-03-13,,3.6337485313415527
2008-03-14,,3.361070394515991
2008-03-15,,3.3556559085845947
2008-03-16,,1.881797194480896
2008-03-17,,3.5727627277374268
2008-03-18,,7.202968120574951
2008-03-19,,12.406347274780273
2008-03-20,9.36,12.448705673217773
2008-03-21,,10.170360565185547
2008-03-22,,9.617354393005373
2008-03-23,,7.144519805908202
2008-03-24,,5.828122615814209
2008-03-25,,5.527857303619385
2008-03-26,,11.031810760498047
2008-03-27,,11.77239990234375
2008-03-28,,24.038463592529297
2008-03-29,,23.97836685180664
2008-03-30,,22.250633239746094
2008-03-31,,12.03030490875244
2008-04-01,,13.361172676086426
2008-04-02,,14.64183521270752
2008-04-03,,13.464179039001465
2008-04-04,,18.212854385375977
2008-04-05,,22.62747573852539
2008-04-06,,14.450390815734865
2008-04-07,18.8,11.042510986328123
2008-04-08,,18.525745391845703
2008-04-09,,10.640131950378418
2008-04-10,,28.559648513793945
2008-04-11,,27.576475143432614
2008-04-12,,44.05132293701172
2008-04-13,,26.173646926879886
2008-04-14,,5.803082466125487
2008-04-15,,28.3620719909668
2008-04-16,,8.873473167419434
2008-04-17,,33.01959609985352
2008-04-18,,29.03032684326172
2008-04-19,,64.76898956298828
2008-04-20,,19.0472469329834
2008-04-21,,18.003185272216797
2008-04-22,,18.597803115844727
2008-04-23,,13.535747528076172
2008-04-24,,28.823373794555664
2008-04-25,,33.200782775878906
2008-04-26,,30.96432685852051
2008-04-27,,30.19255256652832
2008-04-28,,4.8071937561035165
2008-04-29,,5.997689723968506
2008-04-30,,5.714766502380371
2008-05-01,,24.56559181213379
2008-05-02,,25.865148544311523
2008-05-03,,25.41693115234375
2008-05-04,,24.35057640075684
2008-05-05,,24.05644798278809
2008-05-06,,16.516290664672848
2008-05-07,30.0,18.491968154907227
2008-05-08,,28.443796157836914
2008-05-09,,16.583625793457028
2008-05-10,,24.71030044555664
2008-05-11,,24.68609619140625
2008-05-12,,43.65864181518555
2008-05-13,,13.021401405334473
2008-05-14,,18.67476463317871
2008-05-15,,20.53099250793457
2008-05-16,,11.729816436767578
2008-05-17,,7.468472957611084
2008-05-18,,12.464743614196776
2008-05-19,,30.02099418640137
2008-05-20,38.0,19.08458709716797
2008-05-21,,41.108314514160156
2008-05-22,,11.282444953918455
2008-05-23,,9.39728546142578
2008-05-24,,21.632125854492188
2008-05-25,,21.61313247680664
2008-05-26,,21.77938270568848
2008-05-27,,22.191120147705078
2008-05-28,,21.840883255004886
2008-05-29,,16.68498420715332
2008-05-30,,8.95134162902832
2008-05-31,,7.580122947692871
2008-06-01,,8.051681518554688
2008-06-02,,13.427578926086426
2008-06-03,,14.382070541381836
2008-06-04,,11.294174194335938
2008-06-05,,12.703299522399902
2008-06-06,,16.748859405517578
2008-06-07,,5.481456279754639
2008-06-08,,15.6312894821167
2008-06-09,,16.089258193969727
2008-06-10,,8.693113327026367
2008-06-11,,7.44292688369751
2008-06-12,,3.539793968200684
2008-06-13,,2.6748294830322266
2008-06-14,,2.4431252479553223
2008-06-15,,11.299575805664062
2008-06-16,,12.070889472961426
2008-06-17,2.34,14.730955123901367
2008-06-18,,18.642791748046875
2008-06-19,,17.17014503479004
2008-06-20,,17.006858825683597
2008-06-21,,9.813098907470703
2008-06-22,,8.550051689147951
2008-06-23,,9.59219455718994
2008-06-24,,25.02436065673828
2008-06-25,,13.533010482788086
2008-06-26,,17.441431045532227
2008-06-27,,21.50008201599121
2008-06-28,,24.828227996826172
2008-06-29,,30.82292366027832
2008-06-30,,21.960079193115234
2008-07-01,,14.316771507263185
2008-07-02,4.86,14.278324127197266
2008-07-03,,9.342920303344727
2008-07-04,,8.508774757385254
2008-07-05,,5.50262975692749
2008-07-06,,5.628895282745361
2008-07-07,,5.672431468963622
2008-07-08,,6.122044086456299
2008-07-09,,7.430859565734862
2008-07-10,,6.857938766479492
2008-07-11,,7.02734375
2008-07-12,,4.797418117523193
2008-07-13,,7.215996742248535
2008-07-14,,13.452601432800293
2008-07-15,,13.45260524749756
2008-07-16,,18.87822151184082
2008-07-17,,18.12550544738769
2008-07-18,,20.397016525268555
2008-07-19,,16.538833618164062
2008-07-20,,19.92326164245605
2008-07-21,,19.611236572265625
2008-07-22,,10.09776210784912
2008-07-23,,13.200491905212402
2008-07-24,,14.123167037963867
2008-07-25,,15.314766883850098
2008-07-26,,10.798327445983887
2008-07-27,,10.230385780334473
2008-07-28,,8.172274589538574
2008-07-29,,6.52705192565918
2008-07-30,13.6,6.286000728607178
2008-07-31,,7.98771858215332
2008-08-01,,9.740900993347168
2008-08-02,,8.539158821105957
2008-08-03,,8.387544631958008
2008-08-04,,4.932928085327148
2008-08-05,,6.368960380554199
2008-08-06,,6.094252586364746
2008-08-07,,6.055656433105469
2008-08-08,,4.010447025299071
2008-08-09,,2.946932554244995
2008-08-10,,3.0077948570251465
2008-08-11,,3.202573537826538
2008-08-12,,5.14304256439209
2008-08-13,,5.115769386291504
2008-08-14,,6.194960594177246
2008-08-15,,6.675881862640381
2008-08-16,,7.931408405303955
2008-08-17,,7.656388282775879
2008-08-18,,8.290555000305176
2008-08-19,,6.875976085662843
2008-08-20,,7.248887538909912
2008-08-21,,7.088248252868652
2008-08-22,,6.8870038986206055
2008-08-23,,7.573213577270508
2008-08-24,,7.57331371307373
2008-08-25,,6.748444080352782
2008-08-26,10.4,6.174042224884032
2008-08-27,,5.657674789428711
2008-08-28,,4.8302388191223145
2008-08-29,,5.077732563018799
2008-08-30,,9.283392906188963
2008-08-31,,10.736763954162598
2008-09-01,,5.898292064666747
2008-09-02,,5.742274284362793
2008-09-03,,5.042524337768555
2008-09-04,,5.293694019317627
2008-09-05,,5.385476112365723
2008-09-06,,5.7274537086486825
2008-09-07,,5.9531917572021475
2008-09-08,,8.959005355834961
2008-09-09,,10.05269718170166
2008-09-10,,10.469082832336426
2008-09-11,,11.53024196624756
2008-09-12,,11.551620483398438
2008-09-13,,9.062496185302734
2008-09-14,,6.713351249694824
2008-09-15,,2.85664439201355
2008-09-16,,7.9665160179138175
2008-09-17,10.4,10.63606071472168
2008-09-18,,21.49495887756348
2008-09-19,,22.99592590332031
2008-09-20,,23.54944610595703
2008-09-21,,16.79728889465332
2008-09-22,,10.420755386352539
2008-09-23,,4.181078433990479
2008-09-24,,2.3663601875305176
2008-09-25,,9.816611289978027
2008-09-26,,18.393878936767575
2008-09-27,,36.36247253417969
2008-09-28,,30.21069145202637
2008-09-29,,30.36922836303711
2008-09-30,,16.730676651000973
2008-10-01,,12.145194053649902
2008-10-02,,11.967684745788574
2008-10-03,4.88,12.235508918762207
2008-10-04,,4.387078762054443
2008-10-05,,3.035961627960205
2008-10-06,,3.260090112686157
2008-10-07,,3.295590877532959
2008-10-08,,3.8969576358795166
2008-10-09,,5.288287162780762
2008-10-10,,5.243157386779785
2008-10-11,,7.807169437408447
2008-10-12,,6.25236177444458
2008-10-13,,3.8396975994110103
2008-10-14,,4.291835308074951
2008-10-15,,4.29180383682251
2008-10-16,2.98,4.736985683441162
2008-10-17,,6.089236259460449
2008-10-18,,5.552185535430908
2008-10-19,,4.781811714172363
2008-10-20,,3.933790922164917
2008-10-21,,2.9445667266845703
2008-10-22,,5.580323219299316
2008-10-23,,3.706749439239502
2008-10-24,,3.706257343292236
2008-10-25,,3.792502880096436
2008-10-26,,3.342729091644287
2008-10-27,,3.3105216026306152
2008-10-28,,3.30227279663086
2008-10-29,,3.806196689605713
2008-10-30,,3.6030912399291988
2008-10-31,1.88,2.9780514240264893
2008-11-01,,3.033253669738769
2008-11-02,,5.234444618225098
2008-11-03,,5.234444618225098
2008-11-04,,4.226253032684326
2008-11-05,,3.98434853553772
2008-11-06,,4.157125949859618
2008-11-07,,4.640082836151123
2008-11-08,,5.3989667892456055
2008-11-09,,3.0984463691711426
2008-11-10,,3.09759521484375
2008-11-11,,2.1419363021850586
2008-11-12,,2.3445613384246826
2008-11-13,,3.6136083602905273
2008-11-14,1.52,3.6075918674468994
2008-11-15,,3.0533647537231445
2008-11-16,,2.665613889694214
2008-11-17,,2.7798101902008057
2008-11-18,,2.0280013084411617
2008-11-19,,2.8252882957458496
2008-11-20,,3.729472398757935
2008-11-21,,3.856269121170044
2008-11-22,,2.2294485569000244
2008-11-23,,1.9463566541671755
2008-11-24,,3.184624433517456
2008-11-25,,1.7390508651733398
2008-11-26,,1.7390778064727783
2008-11-27,,1.7402811050415041
2008-11-28,,1.7618694305419922
2008-11-29,,1.1536836624145508
2008-11-30,,1.1635955572128296
2008-12-01,,1.1749459505081177
2008-12-02,,2.011882066726685
2008-12-03,,1.9400421380996704
2008-12-04,,2.0143170356750493
2008-12-05,,1.1240054368972778
2008-12-06,,0.8302378654479979
2008-12-07,,1.4634337425231934
2008-12-08,,1.4634337425231934
2008-12-09,,1.0796595811843872
2008-12-10,1.6,1.023192286491394
2008-12-11,,1.0081353187561035
2008-12-12,,1.176550269126892
2008-12-13,,1.2301162481307983
2008-12-14,,1.7526956796646118
2008-12-15,,1.9333945512771609
2008-12-16,,1.936235308647156
2008-12-17,,2.1015365123748784
2008-12-18,,2.09691858291626
2008-12-19,,3.169127941131592
2008-12-20,,3.1677732467651367
2008-12-21,,2.0524969100952153
2008-12-22,,2.317614793777466
2008-12-23,,2.317615270614624
2008-12-24,,2.432971239089966
2008-12-25,,4.394050121307373
2008-12-26,,4.932922840118408
2008-12-27,,4.812175750732422
2008-12-28,,1.9121196269989011
2008-12-29,,2.248960018157959
2008-12-30,,2.248976945877075
2008-12-31,,2.2489917278289795
2009-01-01,,3.112644672393799
2009-01-02,,3.1127595901489262
2009-01-03,,2.4017488956451416
2009-01-04,,2.547170877456665
2009-01-05,,3.0304317474365234
2009-01-06,,8.780517578125
2009-01-07,,1.1520942449569702
2009-01-08,,9.89933967590332
2009-01-09,,8.985062599182129
2009-01-10,,5.730245113372803
2009-01-11,,5.806543827056885
2009-01-12,,5.8069705963134775
2009-01-13,2.46,1.7645747661590576
2009-01-14,,1.6883994340896606
2009-01-15,,1.78444504737854
2009-01-16,,1.873514175415039
2009-01-17,,1.6782063245773315
2009-01-18,,4.563751697540283
2009-01-19,,4.618946075439453
2009-01-20,,5.217051982879639
2009-01-21,,2.027698278427124
2009-01-22,,2.0142858028411865
2009-01-23,,7.9182376861572275
2009-01-24,,8.02565860748291
2009-01-25,,8.381917953491211
2009-01-26,,5.92138671875
2009-01-27,,5.921386241912843
2009-01-28,,6.115313529968263
2009-01-29,,4.3684725761413565
2009-01-30,,4.022555351257323
2009-01-31,,3.0131986141204834
2009-02-01,,1.259169340133667
2009-02-02,,1.2811895608901978
2009-02-03,,3.149837017059326
2009-02-04,,3.220374345779419
2009-02-05,,5.236729621887207
2009-02-06,,4.225454330444337
2009-02-07,,4.242722988128662
2009-02-08,,3.815884828567505
2009-02-09,,3.6816256046295166
2009-02-10,,4.175941467285156
2009-02-11,4.33,2.7864770889282227
2009-02-12,,3.4181761741638184
2009-02-13,,4.243035316467285
2009-02-14,,3.447818756103516
2009-02-15,,3.447818756103516
2009-02-16,,3.5584077835083012
2009-02-17,,5.12830924987793
2009-02-18,,5.1531171798706055
2009-02-19,,5.174275875091553
2009-02-20,,6.424872398376465
2009-02-21,,6.274322986602782
2009-02-22,,5.025892734527588
2009-02-23,,3.983362913131714
2009-02-24,,3.5211365222930913
2009-02-25,,1.9316022396087649
2009-02-26,,1.8503851890563965
2009-02-27,,1.887448072433472
2009-02-28,,2.870466709136963
2009-03-01,,2.8792500495910645
2009-03-02,3.97,2.873093366622925
2009-03-03,,2.988671064376831
2009-03-04,,2.8762078285217285
2009-03-05,,5.858570098876952
2009-03-06,,5.910396099090576
2009-03-07,,5.2985196113586435
2009-03-08,,6.19323205947876
2009-03-09,,4.978825092315674
2009-03-10,4.78,3.8514657020568848
2009-03-11,,5.185361862182617
2009-03-12,,5.185366630554199
2009-03-13,,5.096129417419434
2009-03-14,,3.6746230125427246
2009-03-15,,4.503441333770752
2009-03-16,,5.595332622528076
2009-03-17,,6.932304859161378
2009-03-18,,8.005999565124513
2009-03-19,,5.426915168762207
2009-03-20,,13.64981174468994
2009-03-21,,12.91138744354248
2009-03-22,,11.7526216506958
2009-03-23,,9.568714141845703
2009-03-24,,9.606135368347168
2009-03-25,,8.866568565368652
2009-03-26,,7.998427391052246
2009-03-27,,8.047916412353517
2009-03-28,,6.83913516998291
2009-03-29,,13.54133415222168
2009-03-30,27.43,35.905967712402344
2009-03-31,,8.903364181518555
2009-04-01,,18.841144561767575
2009-04-02,,25.35547637939453
2009-04-03,,10.149810791015623
2009-04-04,,10.149792671203613
2009-04-05,,20.849380493164066
2009-04-06,,14.810996055603027
2009-04-07,,15.713459014892578
2009-04-08,,13.47154712677002
2009-04-09,,10.119492530822754
2009-04-10,,10.793002128601074
2009-04-11,,9.09279727935791
2009-04-12,,7.64517879486084
2009-04-13,,9.665508270263672
2009-04-14,,7.784742832183838
2009-04-15,,7.407473564147949
2009-04-16,,9.193267822265623
2009-04-17,,10.5067720413208
2009-04-18,,21.833749771118164
2009-04-19,,6.3072590827941895
2009-04-20,,15.790705680847168
2009-04-21,,33.31258773803711
2009-04-22,,17.25387954711914
2009-04-23,,16.50082778930664
2009-04-24,,34.67800521850586
2009-04-25,,16.937702178955078
2009-04-26,,16.937517166137695
2009-04-27,,21.949535369873047
2009-04-28,14.36,12.865233421325685
2009-04-29,,16.64474868774414
2009-04-30,,13.761902809143065
2009-05-01,,11.434239387512207
2009-05-02,,23.66723442077637
2009-05-03,,14.348223686218262
2009-05-04,,15.45428466796875
2009-05-05,,15.857667922973633
2009-05-06,,13.537008285522461
2009-05-07,,14.593572616577148
2009-05-08,,28.160608291625977
2009-05-09,,23.05895805358887
2009-05-10,,20.71831512451172
2009-05-11,17.12,14.826763153076172
2009-05-12,,11.68997287750244
2009-05-13,,19.26036834716797
2009-05-14,,19.125774383544922
2009-05-15,,20.637948989868164
2009-05-16,,20.694795608520508
2009-05-17,,27.40341567993164
2009-05-18,,27.21137809753418
2009-05-19,,32.08647918701172
2009-05-20,,19.299943923950195
2009-05-21,,20.31515884399414
2009-05-22,,22.94936943054199
2009-05-23,,5.042998313903809
2009-05-24,,21.417381286621094
2009-05-25,,9.698065757751463
2009-05-26,,9.596904754638672
2009-05-27,,22.6909294128418
2009-05-28,16.27,23.18497085571289
2009-05-29,,24.330341339111328
2009-05-30,,20.13902282714844
2009-05-31,,14.12035846710205
2009-06-01,,19.268659591674805
2009-06-02,,18.404321670532227
2009-06-03,,17.726625442504886
2009-06-04,,7.542786121368407
2009-06-05,,9.619950294494627
2009-06-06,,12.292844772338867
2009-06-07,,11.711681365966795
2009-06-08,,11.442243576049805
2009-06-09,,11.43911075592041
2009-06-10,3.29,11.08986759185791
2009-06-11,,9.376090049743652
2009-06-12,,8.331427574157715
2009-06-13,,10.03990650177002
2009-06-14,,6.761894226074219
2009-06-15,,6.722599983215332
2009-06-16,,5.03057861328125
2009-06-17,,4.94881010055542
2009-06-18,,4.889764308929443
2009-06-19,,4.478959560394287
2009-06-20,,4.443788051605225
2009-06-21,,6.594474315643311
2009-06-22,,7.92269229888916
2009-06-23,,11.979159355163574
2009-06-24,,10.802472114562988
2009-06-25,,16.068761825561527
2009-06-26,,13.83879566192627
2009-06-27,,17.830425262451172
2009-06-28,,13.891777992248535
2009-06-29,,14.14768123626709
2009-06-30,5.24,19.07960319519043
2009-07-01,,14.547952651977539
2009-07-02,,10.755897521972656
2009-07-03,,10.746543884277344
2009-07-04,,11.891995429992676
2009-07-05,,11.984234809875488
2009-07-06,,12.25390338897705
2009-07-07,,10.68935775756836
2009-07-08,,10.600689888000488
2009-07-09,,9.960326194763184
2009-07-10,,7.231185436248778
2009-07-11,,6.949375629425049
2009-07-12,9.56,7.818832874298097
2009-07-13,,13.318124771118164
2009-07-14,,12.505748748779295
2009-07-15,,11.699811935424805
2009-07-16,,26.74607276916504
2009-07-17,,35.725181579589844
2009-07-18,,28.62446594238281
2009-07-19,,5.348618507385254
2009-07-20,,6.106259822845459
2009-07-21,,6.105476379394531
2009-07-22,,7.804835319519043
2009-07-23,,4.6577677726745605
2009-07-24,,6.033979892730713
2009-07-25,,5.64528751373291
2009-07-26,,6.361934185028076
2009-07-27,,8.942131042480469
2009-07-28,,11.365472793579102
2009-07-29,,11.053995132446287
2009-07-30,6.21,6.543197154998778
2009-07-31,,10.516556739807127
2009-08-01,,10.20923900604248
2009-08-02,,11.505010604858398
2009-08-03,,9.252394676208496
2009-08-04,,12.00420379638672
2009-08-05,,17.65631866455078
2009-08-06,,18.893213272094727
2009-08-07,,18.89324760437012
2009-08-08,,16.366872787475586
2009-08-09,,15.985934257507324
2009-08-10,3.54,6.651804447174072
2009-08-11,,4.0362653732299805
2009-08-12,,4.0593109130859375
2009-08-13,,7.107046604156494
2009-08-14,,9.241426467895508
2009-08-15,,7.089641094207764
2009-08-16,,10.520853042602539
2009-08-17,,9.967818260192873
2009-08-18,,12.492813110351562
2009-08-19,,10.156293869018556
2009-08-20,,10.156272888183594
2009-08-21,,13.852201461791992
2009-08-22,,11.639992713928224
2009-08-23,,28.226459503173828
2009-08-24,,16.74244499206543
2009-08-25,,16.789749145507812
2009-08-26,,14.101322174072266
2009-08-27,,5.984292030334473
2009-08-28,,7.6946778297424325
2009-08-29,,8.486735343933105
2009-08-30,,4.952559471130371
2009-08-31,3.69,5.4821953773498535
2009-09-01,,5.008715629577637
2009-09-02,,4.8470964431762695
2009-09-03,,4.0587801933288565
2009-09-04,,4.459306716918945
2009-09-05,,6.099537372589111
2009-09-06,,6.874101638793945
2009-09-07,,6.585327625274657
2009-09-08,,5.457756042480469
2009-09-09,4.66,4.869473934173584
2009-09-10,,4.068143844604491
2009-09-11,,4.149414539337158
2009-09-12,,4.2274699211120605
2009-09-13,,5.81098747253418
2009-09-14,,7.745842456817628
2009-09-15,,8.737903594970701
2009-09-16,,7.687497138977051
2009-09-17,,7.68825101852417
2009-09-18,,4.673964977264403
2009-09-19,,7.640885353088379
2009-09-20,,2.241951942443848
2009-09-21,,2.1290855407714844
2009-09-22,,3.6775972843170166
2009-09-23,,4.0073533058166495
2009-09-24,,2.9468059539794917
2009-09-25,,3.759416103363037
2009-09-26,,3.553279161453247
2009-09-27,,5.389734268188477
2009-09-28,,5.389716625213623
2009-09-29,4.07,5.6586341857910165
2009-09-30,,7.378549098968506
2009-10-01,,7.643074035644531
2009-10-02,,6.981620788574219
2009-10-03,,5.5155367851257315
2009-10-04,,6.176846504211426
2009-10-05,,6.318264484405518
2009-10-06,,6.062608242034912
2009-10-07,,4.567644119262695
2009-10-08,,4.723721504211426
2009-10-09,,4.82553243637085
2009-10-10,,4.29027271270752
2009-10-11,,4.156116485595703
2009-10-12,,6.242494106292725
2009-10-13,3.56,5.417365074157715
2009-10-14,,8.591928482055664
2009-10-15,,5.222492694854736
2009-10-16,,4.286865711212158
2009-10-17,,3.343785524368286
2009-10-18,,3.5567421913146973
2009-10-19,,4.448645114898682
2009-10-20,,6.54685115814209
2009-10-21,,6.519719123840332
2009-10-22,,5.695065498352051
2009-10-23,,3.398890972137451
2009-10-24,,4.246025085449219
2009-10-25,,4.459723472595215
2009-10-26,,4.028779029846191
2009-10-27,,8.012041091918945
2009-10-28,,4.7894859313964835
2009-10-29,,4.441980361938477
2009-10-30,,4.080518722534181
2009-10-31,,4.132094383239746
2009-11-01,,4.15588903427124
2009-11-02,,3.7126538753509517
2009-11-03,,4.274505615234375
2009-11-04,2.47,2.550429344177246
2009-11-05,,2.574100971221924
2009-11-06,,3.907224416732788
2009-11-07,,4.822695732116699
2009-11-08,,3.627830982208252
2009-11-09,,2.8437285423278813
2009-11-10,,1.7037305831909182
2009-11-11,,1.1317625045776367
2009-11-12,,1.1261759996414185
2009-11-13,,1.1201175451278689
2009-11-14,,1.2741650342941284
2009-11-15,,2.32339096069336
2009-11-16,,3.0879364013671875
2009-11-17,,3.798466444015503
2009-11-18,,5.860694408416747
2009-11-19,,5.269051551818848
2009-11-20,,3.887374401092529
2009-11-21,1.1,3.941905498504639
2009-11-22,,5.090601444244385
2009-11-23,,3.2461316585540767
2009-11-24,,3.6658332347869873
2009-11-25,,3.4820151329040527
2009-11-26,,2.324554681777954
2009-11-27,,1.8300272226333616
2009-11-28,,2.887411832809448
2009-11-29,,2.887751579284668
2009-11-30,,1.3409706354141235
2009-12-01,,2.3601033687591557
2009-12-02,,2.3848671913146973
2009-12-03,,1.1024668216705322
2009-12-04,,1.007623314857483
2009-12-05,,0.9356271028518676
2009-12-06,,3.0322728157043457
2009-12-07,,3.116079568862915
2009-12-08,,2.197451114654541
2009-12-09,,2.1181097030639653
2009-12-10,,0.9807413816452026
2009-12-11,,1.1306538581848145
2009-12-12,,1.2673927545547483
2009-12-13,,1.9712780714035036
2009-12-14,,1.4072799682617188
2009-12-15,,1.026505708694458
2009-12-16,,0.4702024757862091
2009-12-17,,0.3325774371623993
2009-12-18,2.79,0.4239615797996521
2009-12-19,,0.8330349922180176
2009-12-20,,0.9756183028221129
2009-12-21,,1.0062419176101685
2009-12-22,,0.4863215684890747
2009-12-23,,0.4547768831253052
2009-12-24,,0.4842590391635895
2009-12-25,,0.7060548663139343
2009-12-26,,0.4621047079563141
2009-12-27,,1.5646117925643919
2009-12-28,,2.434591293334961
2009-12-29,,2.434995412826538
2009-12-30,,2.3812239170074463
2009-12-31,,2.1436750888824463
2010-01-01,,2.127117395401001
2010-01-02,,1.808837652206421
2010-01-03,,0.6961778402328491
2010-01-04,,0.6317029595375061
2010-01-05,,0.5690690875053406
2010-01-06,,0.4850449562072754
2010-01-07,,0.6069172024726868
2010-01-08,,0.655567467212677
2010-01-09,,0.6558465957641602
2010-01-10,,0.6367647647857666
2010-01-11,,0.6006820201873779
2010-01-12,,0.5917579531669617
2010-01-13,,0.5864450931549072
2010-01-14,,0.5881286859512329
2010-01-15,,0.5919171571731567
2010-01-16,,0.6546570062637329
2010-01-17,,0.6492030024528503
2010-01-18,,0.6516746282577515
2010-01-19,,1.5205254554748535
2010-01-20,,1.6348618268966677
2010-01-21,,1.6412187814712524
2010-01-22,,1.5902674198150637
2010-01-23,,2.1856276988983154
2010-01-24,,2.096381425857544
2010-01-25,,2.1449413299560547
2010-01-26,,2.1483170986175537
2010-01-27,,2.1489119529724117
2010-01-28,,2.1489393711090092
2010-01-29,,2.328377723693848
2010-01-30,,1.075445532798767
2010-01-31,,1.153223752975464
2010-02-01,,1.2529565095901491
2010-02-02,,2.1038589477539062
2010-02-03,,2.951972246170044
2010-02-04,,2.963489532470703
2010-02-05,,2.970369815826416
2010-02-06,,2.9635396003723145
2010-02-07,,2.378816843032837
2010-02-08,,2.0526058673858643
2010-02-09,,1.8527772426605225
2010-02-10,,1.0570511817932131
2010-02-11,,1.4183691740036009
2010-02-12,,1.2943661212921145
2010-02-13,,1.0507794618606567
2010-02-14,,0.8569678068161011
2010-02-15,1.81,0.858180582523346
2010-02-16,,0.8581894636154175
2010-02-17,,0.8743914365768433
2010-02-18,,2.083173513412476
2010-02-19,,1.6668481826782229
2010-02-20,,1.7441794872283936
2010-02-21,,1.860032677650452
2010-02-22,,3.2012031078338623
2010-02-23,,3.2448973655700684
2010-02-24,,3.2455103397369385
2010-02-25,,3.2382636070251465
2010-02-26,,3.307558536529541
2010-02-27,,3.1128103733062744
2010-02-28,,3.1043701171875
2010-03-01,1.61,3.312615394592285
2010-03-02,,3.885188817977905
2010-03-03,,3.8577365875244136
2010-03-04,,5.096908092498778
2010-03-05,,5.096175670623778
2010-03-06,,6.531442642211914
2010-03-07,,5.562171936035156
2010-03-08,,5.1320977210998535
2010-03-09,,4.419341564178467
2010-03-10,,4.416747570037842
2010-03-11,,4.014661788940431
2010-03-12,,6.0124382972717285
2010-03-13,,8.784049034118652
2010-03-14,,15.255415916442873
2010-03-15,,16.990989685058597
2010-03-16,,15.729146003723145
2010-03-17,18.0,16.12839698791504
2010-03-18,,26.515254974365234
2010-03-19,,12.402095794677734
2010-03-20,,11.708436012268065
2010-03-21,,10.334979057312012
2010-03-22,,11.691203117370605
2010-03-23,,8.592214584350586
2010-03-24,,8.580561637878418
2010-03-25,,10.270837783813477
2010-03-26,,10.27085781097412
2010-03-27,,11.098076820373537
2010-03-28,,10.611248970031738
2010-03-29,21.0,10.505147933959961
2010-03-30,,11.171847343444824
2010-03-31,,13.907325744628904
2010-04-01,,16.100309371948242
2010-04-02,,15.97617244720459
2010-04-03,,12.688746452331545
2010-04-04,,11.44501781463623
2010-04-05,,11.963058471679688
2010-04-06,,14.546086311340332
2010-04-07,,18.236854553222656
2010-04-08,,24.725324630737305
2010-04-09,,41.12716674804688
2010-04-10,,11.061306953430176
2010-04-11,,10.137884140014648
2010-04-12,6.6,13.367551803588867
2010-04-13,,9.60299301147461
2010-04-14,,12.410443305969238
2010-04-15,,13.131064414978027
2010-04-16,,17.75716781616211
2010-04-17,,20.261795043945312
2010-04-18,,21.672866821289066
2010-04-19,,6.160731792449951
2010-04-20,,17.940093994140625
2010-04-21,,24.116369247436523
2010-04-22,,7.147900581359862
2010-04-23,,22.00718116760254
2010-04-24,,22.00718116760254
2010-04-25,,12.534666061401367
2010-04-26,5.5,12.662315368652346
2010-04-27,,13.05044651031494
2010-04-28,,13.0504150390625
2010-04-29,,8.740994453430176
2010-04-30,,7.250107765197754
2010-05-01,,8.82789134979248
2010-05-02,,9.56037139892578
2010-05-03,,6.477787494659424
2010-05-04,,6.913334369659424
2010-05-05,,7.277754783630371
2010-05-06,,5.8923988342285165
2010-05-07,,6.088080406188965
2010-05-08,,4.830366611480713
2010-05-09,,5.129663467407227
2010-05-10,,3.344246625900269
2010-05-11,,10.601405143737793
2010-05-12,9.0,11.311657905578613
2010-05-13,,6.214381217956543
2010-05-14,,6.2550859451293945
2010-05-15,,6.201199054718018
2010-05-16,,10.551334381103516
2010-05-17,,14.212847709655762
2010-05-18,,11.924575805664062
2010-05-19,,13.476006507873535
2010-05-20,,11.850954055786133
2010-05-21,,11.098158836364746
2010-05-22,,10.351370811462402
2010-05-23,,14.75371551513672
2010-05-24,,10.958131790161133
2010-05-25,,13.606728553771973
2010-05-26,,13.606602668762207
2010-05-27,15.0,8.835657119750977
2010-05-28,,9.99696159362793
2010-05-29,,9.659955978393556
2010-05-30,,7.169251918792725
2010-05-31,,7.690218925476074
2010-06-01,,8.351997375488281
2010-06-02,,14.519941329956055
2010-06-03,,13.27126407623291
2010-06-04,,19.215072631835934
2010-06-05,,7.3247947692871085
2010-06-06,,7.3247928619384775
2010-06-07,,7.0257015228271475
2010-06-08,,6.8734331130981445
2010-06-09,,8.498838424682617
2010-06-10,,8.222672462463379
2010-06-11,,9.792558670043944
2010-06-12,,10.682743072509766
2010-06-13,,10.506382942199707
2010-06-14,21.0,6.7640442848205575
2010-06-15,,6.178660392761231
2010-06-16,,11.427793502807615
2010-06-17,,12.365497589111328
2010-06-18,,12.368770599365234
2010-06-19,,11.43564224243164
2010-06-20,,8.786623001098633
2010-06-21,,7.872282028198242
2010-06-22,,8.701642990112305
2010-06-23,,9.501998901367188
2010-06-24,2.2,10.162211418151855
2010-06-25,,10.68926239013672
2010-06-26,,9.118929862976074
2010-06-27,,14.152573585510256
2010-06-28,,9.95757293701172
2010-06-29,,9.81116008758545
2010-06-30,,12.434507369995115
2010-07-01,,15.934355735778807
2010-07-02,,15.354875564575195
2010-07-03,,15.359415054321287
2010-07-04,,23.222307205200195
2010-07-05,,30.48051452636719
2010-07-06,,22.99114990234375
2010-07-07,,19.11182403564453
2010-07-08,,9.912206649780273
2010-07-09,,9.879719734191896
